,budget,original_language,release_date,revenue,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_revenue,real_profit
1397,4667008.0,es,2017-10-12,17535962.0,123.0,Loving Pablo,"Biography, Crime, Drama",2017,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",R,5.6,4927680.350391644,18515420.451950062,13587740.101558417
1399,500000.0,en,2007-06-16,142666.0,97.0,Shelter,"Drama, Romance, Sport",2007,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",R,7.299999999999999,624116.1944999082,178080.3220090478,-446035.8724908604
1402,25000000.0,en,2010-02-04,114977104.0,115.0,Dear John,"Drama, Romance, War",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",PG-13,5.8,29672538.247055795,136466500.6390285,106793962.39197269
1404,35000000.0,en,2017-10-12,43203413.0,119.0,The Snowman,"Crime, Drama, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",R,4.2,36954899.640992165,45616508.330381036,8661608.689388871
1405,150000.0,cn,2000-09-29,12854953.0,99.0,In the Mood for Love,"Drama, Romance",2000,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",PG,8.233333333333333,225445.12195121954,19320576.31174797,19095131.18979675
1406,60000000.0,en,2009-10-28,261200000.0,111.0,This Is It,"Documentary, Drama, Music",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",PG,7.0,72382199.80702628,315103843.1599211,242721643.35289484
1408,10500000.0,da,2014-05-22,1363964.0,92.0,The Salvation,"Action, Drama, Thriller, Western",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",R,6.5,11479096.968775345,1491150.0017065422,-9987946.967068803
1410,65000000.0,en,2014-12-19,133821816.0,119.0,Annie,"Comedy, Drama, Family, Musical",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG,4.933333333333334,71061076.47337118,146300343.0858678,75239266.61249661
1412,50000000.0,en,2010-06-04,83761844.0,87.0,Marmaduke,"Comedy, Family",2010,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",PG,4.2,59345076.49411159,99417060.78935684,40071984.29524525
1414,3000000.0,en,2014-09-06,1826705.0,102.0,Tusk,"Comedy, Drama, Horror, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,5.3999999999999995,3279741.9910786697,1997040.3646044538,-1282701.6264742159
1416,70000000.0,en,2009-09-19,171844840.0,113.0,Couples Retreat,Comedy,2009,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",PG-13,4.433333333333333,84445899.774864,207308459.0781077,122862559.30324371
1417,35000000.0,en,2008-10-15,85416905.0,100.0,Max Payne,"Action, Crime, Drama, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",PG-13,4.6,42072730.05949754,102677782.47379275,60605052.414295204
1418,26000000.0,en,2009-01-22,43318349.0,105.0,Brothers,"Action, Drama, Thriller, War",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",R,6.6,31365619.916378055,52257956.54380829,20892336.627430234
1419,85000000.0,en,2007-06-06,311312624.0,122.0,Ocean's Thirteen,"Action, Crime, Thriller",2007,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",PG-13,6.6000000000000005,106099753.06498441,388590500.3813216,282490747.3163372
1420,20000000.0,en,2011-05-16,216197492.0,92.0,Bad Teacher,"Comedy, Romance",2011,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",R,5.266666666666667,23011660.93918796,248753169.09034002,225741508.15115207
1421,5000000.0,en,2014-09-17,2367161.0,100.0,The Guest,"Action, Mystery, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",R,6.966666666666667,5466236.651797784,2587892.4437812585,-2878344.208016525
1423,40000000.0,en,2005-07-13,285176741.0,119.0,Wedding Crashers,"Comedy, Romance",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",R,6.6,53007885.30465949,377915399.46211463,324907514.15745515
1424,24000000.0,en,2014-06-20,70181428.0,105.0,Think Like a Man Too,"Comedy, Romance",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",PG-13,5.366666666666667,26237935.928629357,76725658.80182143,50487722.87319207
1427,120000000.0,en,2008-05-07,93945766.0,135.0,Speed Racer,"Action, Adventure, Comedy, Drama, Family, Sci-Fi, Sport",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",PG,5.266666666666667,144249360.20399156,112930138.66144921,-31319221.542542353
1428,15000000.0,en,2010-09-06,414211549.0,118.0,The King's Speech,"Biography, Drama, History",2010,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",R,8.166666666666666,17803522.948233478,491628321.2029891,473824798.2547556
1429,115000000.0,en,2001-11-18,143049560.0,126.0,Spy Game,"Action, Crime, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.7666666666666675,168059090.9090909,209050252.24822134,40991161.33913043
1430,30000000.0,en,2013-11-14,5186767.0,104.0,Oldboy,"Action, Drama, Mystery, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",R,5.5,33329455.65061363,5762404.023218878,-27567051.62739475
1431,100000000.0,en,1999-11-24,211989043.0,121.0,End of Days,"Action, Fantasy, Horror, Thriller",1999,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",R,5.0,155348739.4957983,329322306.16970587,173973566.67390758
1432,17000000.0,en,2006-12-09,57103895.0,109.0,Smokin' Aces,"Action, Comedy, Crime, Drama, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",R,5.9,21824340.27777778,73309107.98038194,51484767.70260416
1433,50000000.0,en,2006-09-15,49111202.0,121.0,The Black Dahlia,"Crime, Drama, Mystery, Thriller",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",R,5.4,64189236.111111104,63048210.81756944,-1141025.2935416624
1434,100000000.0,en,2010-03-11,94882889.0,115.0,Green Zone,"Action, Drama, Thriller, War",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",R,6.533333333333333,118690152.98822318,112616646.11374599,-6073506.874477193
1436,65000000.0,en,2010-11-04,211780824.0,95.0,Due Date,"Comedy, Drama",2010,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,5.966666666666667,77148599.44234507,251362984.00531968,174214384.56297463
1437,7700000.0,en,2018-11-29,41036181.0,86.0,The Possession of Hannah Grace,"Horror, Mystery, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",R,4.8,7936237.141935509,42295177.11888158,34358939.97694607
1438,28000000.0,en,2011-08-11,40547440.0,83.0,30 Minutes or Less,"Action, Comedy, Crime",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",R,5.566666666666667,32216325.314863138,46653197.06160336,14436871.746740222
1440,120000000.0,en,2011-01-12,227817248.0,119.0,The Green Hornet,"Action, Comedy, Crime",2011,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG-13,5.066666666666666,138069965.63512772,262122663.3537448,124052697.71861708
1441,17000000.0,en,2012-02-03,127730736.0,95.0,The Woman in Black,"Drama, Fantasy, Horror, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",PG-13,6.233333333333333,19163336.14989939,143985119.44953263,124821783.29963323
1442,5000000.0,es,2001-06-08,33616692.0,106.0,Y Tu Mamá También,Drama,2001,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",R,7.933333333333334,7306916.996047431,49126875.62513834,41819958.62909091
1445,52000000.0,en,2006-06-01,205668210.0,106.0,The Break-Up,"Comedy, Drama, Romance",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.366666666666667,66756805.555555545,264033705.84479165,197276900.2892361
1448,275576.0,el,2009-06-01,110197.0,98.0,Dogtooth,"Drama, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Not Rated,7.266666666666666,332446.61823368457,132938.35453558125,-199508.2636981033
1450,52500000.0,en,2001-05-24,179213434.0,127.0,Moulin Rouge!,"Drama, Musical, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG-13,7.266666666666666,76722628.45849802,261899537.3629249,185176908.90442687
1451,102000000.0,en,2002-06-20,358372926.0,145.0,Minority Report,"Action, Crime, Mystery, Sci-Fi, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",PG-13,7.633333333333333,146741089.4941634,515568956.92599213,368827867.43182874
1452,90000000.0,en,2006-10-18,65900249.0,135.0,Flags of Our Fathers,"Action, Adventure, Drama, History, War",2006,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",R,7.266666666666667,115540624.99999999,84601732.85684028,-30938892.143159702
1454,12000000.0,en,2006-03-03,23006849.0,104.0,Aquamarine,"Comedy, Family, Fantasy, Romance",2006,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG,5.566666666666666,15405416.666666664,29535841.25267361,14130424.586006947
1455,10000000.0,en,2015-09-12,14333790.0,97.0,Hardcore Henry,"Action, Adventure, Sci-Fi, Thriller",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '51/100'}]",R,6.033333333333333,10919512.102507416,15651799.337979974,4732287.235472558
1456,39000000.0,en,2009-08-14,101344412.0,108.0,The Time Traveler's Wife,"Drama, Fantasy, Romance, Sci-Fi",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG-13,6.233333333333334,47048429.87456709,122258857.9784932,75210428.1039261
1457,102000000.0,en,2012-10-26,130482868.0,172.0,Cloud Atlas,"Action, Drama, Mystery, Sci-Fi",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",R,6.566666666666666,114980016.89939632,147087474.19335,32107457.293953672
1459,12500000.0,en,2018-03-07,31039126.0,85.0,The Strangers: Prey at Night,Horror,2018,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",R,5.199999999999999,12883501.85379141,31991410.988885213,19107909.1350938
1460,22000000.0,en,2005-08-12,22400154.0,83.0,Deuce Bigalow: European Gigolo,Comedy,2005,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",R,4.0,29154336.917562723,29684619.850967735,530282.9334050119
1463,45000000.0,en,2012-07-06,82966152.0,131.0,Savages,"Crime, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",R,6.266666666666666,50726478.043851316,93524015.28468513,42797537.24083382
1465,34200000.0,en,1999-06-25,234801895.0,93.0,Big Daddy,"Comedy, Drama",1999,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",PG-13,5.633333333333333,53129268.90756303,364761784.19474787,311632515.28718483
1466,28000000.0,en,2001-10-05,77516304.0,90.0,Serendipity,"Comedy, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,6.333333333333334,40918735.17786561,113281039.83367589,72362304.65581028
1467,50000000.0,en,2003-02-07,177371441.0,116.0,How to Lose a Guy in 10 Days,"Comedy, Romance",2003,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.866666666666667,70329076.08695652,249487391.39484236,179158315.30788583
1468,40000000.0,en,2006-05-24,60474340.0,123.0,Marie Antoinette,"Biography, Drama, History, Romance",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",PG-13,6.533333333333333,51351388.88888889,77636033.77847221,26284644.889583327
1469,79000000.0,en,2011-11-11,149673788.0,91.0,Jack and Jill,Comedy,2011,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",PG,3.3,90896060.70979244,172212123.04699492,81316062.33720249
1470,35000000.0,en,2003-09-05,11560806.0,102.0,The Order,"Horror, Mystery, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",R,4.1000000000000005,49230353.26086956,16261216.09601087,-32969137.16485869
1471,25000000.0,en,2001-07-06,64437847.0,98.0,Kiss of the Dragon,"Action, Crime, Drama, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",R,6.3999999999999995,36534584.98023715,94168399.88660078,57633814.90636363
1472,60000000.0,en,2009-12-10,122233971.0,134.0,Invictus,"Biography, Drama, History, Sport",2009,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",PG-13,7.300000000000001,72382199.80702628,147459395.20213762,75077195.39511134
1473,60000000.0,en,2008-07-08,50650079.0,90.0,Meet Dave,"Adventure, Comedy, Family, Romance, Sci-Fi",2008,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",PG,4.833333333333334,72124680.10199578,60885345.75026357,-11239334.35173221
1474,40000000.0,en,2012-05-17,79700000.0,110.0,What to Expect When You're Expecting,"Comedy, Drama, Romance",2012,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",PG-13,5.266666666666667,45090202.70564562,89842228.8909989,44752026.18535328
1475,30000000.0,en,2013-09-24,62616646.0,91.0,Runner Runner,"Crime, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",R,4.966666666666667,33329455.65061363,69565957.52823912,36236501.87762549
1476,25000000.0,en,2012-04-19,99357138.0,101.0,The Lucky One,"Drama, Mystery, Romance, War",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG-13,5.833333333333334,28181376.69102851,112000837.31682013,83819460.62579162
1478,126000000.0,en,2005-07-21,162949164.0,136.0,The Island,"Action, Sci-Fi, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",PG-13,6.166666666666667,166974838.7096774,215939764.89505374,48964926.185376346
1481,60000000.0,en,2002-07-12,82150183.0,101.0,Reign of Fire,"Action, Adventure, Fantasy, Thriller",2002,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG-13,5.433333333333334,86318287.93774317,118184385.83887158,31866097.90112841
1482,90000000.0,en,2011-12-14,232617430.0,158.0,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery, Thriller",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",R,7.4,103552474.22634579,267645671.38526443,164093197.15891862
1483,28000000.0,en,2003-03-14,58795814.0,102.0,Agent Cody Banks,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",PG,4.866666666666666,39384282.60869565,82701105.52801086,43316822.91931521
1484,5000000.0,en,2013-11-17,55736588.0,117.0,Dallas Buyers Club,"Biography, Drama",2013,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",R,7.966666666666667,5554909.275102273,61922337.92875079,56367428.65364852
1485,8000000.0,en,2013-09-07,63464861.0,104.0,Begin Again,"Comedy, Drama, Music, Romance",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",R,6.966666666666667,8887854.840163635,70508309.00239529,61620454.162231654
1486,52000000.0,en,2000-03-17,256271286.0,131.0,Erin Brockovich,"Biography, Drama",2000,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",R,7.366666666666667,78154308.94308943,385167408.832439,307013099.8893496
1487,45000000.0,en,2003-07-02,124914842.0,95.0,"Legally Blonde 2: Red, White & Blonde",Comedy,2003,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG-13,5.0,63296168.47826086,175702908.54816303,112406740.06990217
1488,41300000.0,en,2000-02-18,106371651.0,98.0,The Whole Nine Yards,"Comedy, Crime",2000,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",R,5.933333333333334,62072556.91056911,159873132.21231708,97800575.30174798
1489,18000000.0,en,2003-11-24,62646763.0,94.0,Honey,"Drama, Music, Romance",2003,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",PG-13,5.133333333333333,25318467.391304348,88117779.23257065,62799311.841266304
1490,86000000.0,en,2006-12-13,107944236.0,94.0,Arthur and the Invisibles,"Animation, Adventure, Comedy, Family, Fantasy",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",PG,5.4,110405486.11111112,138577161.02874997,28171674.917638853
1491,22000000.0,en,2016-02-05,63647656.0,106.0,"Hail, Caesar!","Comedy, Drama, Music, Mystery",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",PG-13,6.466666666666667,23723649.726882964,68634304.40368822,44910654.67680526
1494,27000000.0,en,2004-12-01,115505027.0,104.0,Closer,"Drama, Romance",2004,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",R,6.833333333333333,36992572.789835885,158252893.2922022,121260320.50236632
1495,50000000.0,en,2011-12-08,120081841.0,124.0,We Bought a Zoo,"Comedy, Drama, Family",2011,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG,6.533333333333333,57529152.34796989,138164130.50227395,80634978.15430406
1496,85000000.0,en,2009-12-23,219103655.0,121.0,It's Complicated,"Comedy, Drama, Romance",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",R,6.2333333333333325,102541449.72662058,264320075.57766256,161778625.85104197
1497,55000000.0,en,2008-12-18,168167691.0,123.0,Seven Pounds,Drama,2008,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",PG-13,6.266666666666667,66114290.09349614,202150681.94777125,136036391.8542751
1499,60000000.0,en,2007-10-05,127766650.0,116.0,The Heartbreak Kid,"Comedy, Romance",2007,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",R,5.366666666666667,74893943.33998899,159482470.76400343,84588527.42401443
1500,10000000.0,fr,2001-04-25,173921954.0,122.0,Amélie,"Comedy, Romance",2001,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",R,7.700000000000001,14613833.992094861,254166656.33367586,239552822.341581
1501,900000.0,en,2018-07-18,2019874.0,92.0,The Miseducation of Cameron Post,Drama,2018,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Not Rated,6.800000000000001,927612.1334729815,2081844.0338740058,1154231.9004010241
1503,50000000.0,en,2016-05-15,62788218.0,116.0,The Nice Guys,"Action, Comedy, Crime, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",R,7.166666666666668,53917385.742915824,67707531.40032582,13790145.657409996
1504,60000000.0,en,2004-03-05,170268750.0,101.0,Starsky & Hutch,"Comedy, Crime",2004,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG-13,5.8,82205717.31074642,233284412.1559026,151078694.8451562
1505,102000000.0,en,2001-06-07,147080413.0,99.0,Swordfish,"Action, Crime, Thriller",2001,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",R,5.300000000000001,149061106.71936756,214940873.90707508,65879767.18770751
1506,82500000.0,en,2006-06-23,240685326.0,107.0,Click,"Comedy, Drama, Fantasy, Romance",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.7,105912239.58333334,308988144.381875,203075904.79854164
