,budget,original_language,release_date,revenue,runtime,title,Genre,Year,Ratings,Rated,general_rating,real_budget,real_revenue,real_profit
395,123000000.0,en,2000-11-17,345141403.0,104.0,How the Grinch Stole Christmas,"Comedy, Family, Fantasy",2000,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",PG,5.833333333333334,184865000.0,518736304.5983333,333871304.5983333
396,30000000.0,en,2003-10-29,29413900.0,123.0,Luther,"Biography, Drama, History",2003,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",PG-13,5.9,42197445.65217391,41373048.2222826,-824397.4298913032
397,180000000.0,en,2005-12-07,745013115.0,143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure, Family, Fantasy",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",PG,7.166666666666668,238535483.8709677,987289243.7596773,748753759.8887095
398,175000000.0,en,2015-06-09,857611174.0,95.0,Inside Out,"Animation, Adventure, Comedy, Drama, Family, Fantasy",2015,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",PG,8.466666666666667,191091461.79387978,936469559.3738592,745378097.5799794
399,19000000.0,en,2000-07-07,278019771.0,88.0,Scary Movie,Comedy,2000,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",R,5.7666666666666675,28556382.11382114,417854674.5196341,389298292.405813
400,80000000.0,en,2006-03-29,660998756.0,91.0,Ice Age: The Meltdown,"Animation, Adventure, Comedy, Family, Fantasy",2006,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",PG,6.466666666666667,102702777.77777778,848580104.3606944,745877326.5829166
401,175000000.0,en,2015-11-14,332207671.0,93.0,The Good Dinosaur,"Animation, Adventure, Comedy, Drama, Family, Fantasy",2015,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG,6.666666666666667,191091461.79387978,362754568.40303016,171663106.60915038
402,200000000.0,en,2013-06-19,743559607.0,104.0,Monsters University,"Animation, Adventure, Comedy, Family, Fantasy",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",G,6.933333333333334,222196371.00409085,826081231.50314,603884860.4990492
403,95000000.0,en,2000-03-31,76432727.0,89.0,The Road to El Dorado,"Animation, Adventure, Comedy, Family, Musical, Romance",2000,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG,6.4,142781910.56910568,114875903.0638618,-27906007.505243883
404,175000000.0,en,2009-05-28,735099082.0,96.0,Up,"Animation, Adventure, Comedy, Family",2009,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",PG,8.299999999999999,211114749.43716002,886801477.1880933,675686727.7509333
405,2500000.0,en,2013-01-11,60141683.0,86.0,A Haunted House,"Comedy, Fantasy",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",R,4.233333333333333,2777454.6375511363,66816318.54339212,64038863.905840985
406,15000000.0,en,2019-02-21,660132.0,158.0,Dragged Across Concrete,"Action, Crime, Drama, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",R,6.466666666666667,15460202.224549692,680384.9476597626,-14779817.27688993
407,110000000.0,en,2016-09-27,296482446.0,127.0,Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Family, Fantasy, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG-13,6.4,118618248.6344148,319711168.1397042,201092919.50528944
408,50000000.0,en,2008-01-24,113244290.0,92.0,Rambo,"Action, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",R,6.066666666666666,60103900.084996484,136128469.82712734,76024569.74213085
409,95000000.0,en,2012-06-26,877244782.0,88.0,Ice Age: Continental Drift,"Animation, Adventure, Comedy, Family, Fantasy",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",PG,5.9,107089231.42590833,988878626.0712475,881789394.6453391
410,500000.0,en,2008-09-26,33456317.0,122.0,Fireproof,"Drama, Fantasy, Romance",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",PG,5.566666666666666,601039.0008499649,40217102.68359939,39616063.68274943
411,81000000.0,en,2014-12-13,414351546.0,129.0,Kingsman: The Secret Service,"Action, Adventure, Comedy, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",R,7.1,88553033.75912409,452988721.494855,364435687.7357309
412,46000000.0,en,2016-12-22,23737523.0,161.0,Silence,"Drama, History",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",R,7.4,49603994.88348255,25597303.68344673,-24006691.20003582
413,170000000.0,en,2014-06-26,710644566.0,130.0,Dawn of the Planet of the Apes,"Action, Adventure, Drama, Sci-Fi",2014,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",PG-13,7.6,185852046.16112465,776910274.6140257,591058228.4529011
414,30000000.0,en,2015-03-24,91709827.0,123.0,Southpaw,"Action, Drama, Sport",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",R,6.833333333333334,32758536.30752224,100142656.58453612,67384120.27701388
416,66190000.0,en,2017-08-21,2602149.0,105.0,American Renegades,"Action, Adventure, Crime, Drama, Thriller, War",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",PG-13,4.833333333333333,69886994.49249347,2747490.1470259465,-67139504.34546752
418,30000000.0,en,2018-01-11,119942387.0,104.0,The Commuter,"Action, Mystery, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",PG-13,6.066666666666666,30920404.449099384,123622237.22101335,92701832.77191398
421,4500000.0,en,2014-09-05,11774.0,103.0,Falcon Rising,"Action, Adventure, Crime, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",R,5.6,4919612.986618005,12871.894067653418,-4906741.092550351
423,24000000.0,en,2010-08-20,83188165.0,88.0,Piranha 3D,"Comedy, Fantasy, Horror, Romance",2010,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,5.366666666666666,28485636.717173565,98736160.30659555,70250523.58942199
425,30000000.0,ja,2013-07-20,117932401.0,126.0,The Wind Rises,"Animation, Biography, Drama, History, Romance, War",2013,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",PG-13,7.966666666666667,33329455.65061363,131020757.62999609,97691301.97938246
426,20000000.0,en,2009-04-16,34560577.0,96.0,Crank: High Voltage,"Action, Crime, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",R,5.433333333333334,24127399.93567543,41692843.16433528,17565443.22865985
427,10000000.0,en,2018-07-27,28646544.0,85.0,Teen Titans Go! To the Movies,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",2018,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG,7.033333333333333,10306801.48303313,29525424.218297377,19218622.73526425
429,19000000.0,es,2006-08-25,83258226.0,118.0,Pan's Labyrinth,"Drama, Fantasy, War",2006,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",R,8.566666666666666,24391909.722222224,106885638.538125,82493728.81590277
432,5000000.0,en,2014-10-24,103590271.0,89.0,Ouija,"Horror, Mystery, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",PG-13,4.466666666666667,5466236.651797784,113249787.221973,107783550.57017522
433,15000000.0,en,2012-02-01,145000000.0,84.0,Chronicle,"Drama, Sci-Fi, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",PG-13,6.866666666666667,16908826.014617104,163451984.80796537,146543158.79334825
434,88000000.0,en,2005-08-26,105316267.0,118.0,The Brothers Grimm,"Action, Adventure, Comedy, Fantasy, Horror, Mystery, Thriller",2005,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",PG-13,5.566666666666667,116617347.6702509,139564815.0462724,22947467.376021504
435,30000000.0,en,2014-07-01,87937815.0,118.0,Deliver Us from Evil,"Action, Biography, Crime, Fantasy, Horror, Mystery, Thriller",2014,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",R,5.466666666666667,32797419.910786696,96137781.48640256,63340361.57561586
437,16000000.0,en,2009-01-09,76514050.0,87.0,The Unborn,"Drama, Horror, Mystery, Thriller",2009,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",PG-13,4.333333333333333,19301919.94854034,92304254.25241333,73002334.30387299
438,10000000.0,en,2018-06-07,80239658.0,127.0,Hereditary,"Drama, Horror, Mystery, Thriller",2018,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",R,7.7333333333333325,10306801.48303313,82701422.6072471,72394621.12421396
439,8500000.0,en,2008-08-05,68282844.0,98.0,Star Wars: The Clone Wars,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",2008,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",PG,5.133333333333334,10217663.014449405,82081304.66590804,71863641.65145864
440,140000000.0,en,2016-06-01,195243411.0,117.0,The BFG,"Adventure, Family, Fantasy",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",PG,6.4,150968680.0801643,210540286.0929931,59571606.0128288
441,30000000.0,en,2013-10-16,82394288.0,100.0,Carrie,"Drama, Horror",2013,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",R,5.733333333333333,33329455.65061363,91538558.92532955,58209103.27471592
442,10000005.0,cn,2001-07-12,42776760.0,113.0,Shaolin Soccer,"Action, Comedy, Family, Fantasy, Sport",2001,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",PG,7.033333333333333,14613841.299011856,62513246.93596838,47899405.63695652
443,4531653.0,zh,2016-07-08,84552250.0,101.0,Big Fish & Begonia,"Animation, Adventure, Drama, Family, Fantasy, Romance",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",PG-13,7.266666666666667,4886697.657080835,91176725.5736291,86290027.91654827
444,30000000.0,en,2005-01-14,76669806.0,136.0,Coach Carter,"Biography, Drama, Sport",2005,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG-13,6.833333333333333,39755913.978494614,101602607.06946234,61846693.09096773
445,20000000.0,en,2004-03-19,72258126.0,108.0,Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi",2004,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",R,8.433333333333334,27401905.770248808,99000517.98933825,71598612.21908945
447,100000000.0,en,2010-05-26,288347692.0,146.0,Sex and the City 2,"Comedy, Drama, Romance",2010,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",R,4.433333333333334,118690152.98822318,342240316.7728106,223550163.78458738
448,44000000.0,en,2015-12-25,155760117.0,188.0,The Hateful Eight,"Crime, Drama, Mystery, Thriller, Western",2015,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",R,7.433333333333334,48045853.25103263,170082448.26694706,122036595.01591444
449,68000000.0,en,2003-03-21,75700000.0,136.0,Dreamcatcher,"Drama, Horror, Sci-Fi, Thriller",2003,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",R,4.833333333333333,95647543.47826087,106478221.19565217,10830677.717391297
450,35000000.0,en,2005-07-29,86369815.0,100.0,Sky High,"Adventure, Comedy, Family, Sci-Fi",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",PG,6.200000000000001,46381899.64157706,114457031.18261646,68075131.5410394
452,20000000.0,en,2017-03-31,26152835.0,126.0,The Zookeeper's Wife,"Biography, Drama, History, War",2017,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG-13,6.7,21117085.50913838,27613582.650069352,6496497.140930973
454,19000000.0,en,2016-06-27,85241496.0,96.0,Nerve,"Action, Adventure, Crime, Drama, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG-13,6.466666666666667,20488606.582308017,91919972.42270432,71431365.84039631
455,115000000.0,en,2013-08-07,286140700.0,109.0,Elysium,"Action, Drama, Sci-Fi",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",R,6.399999999999999,127762913.32735224,317897125.6828513,190134212.3554991
456,150000000.0,en,2013-06-27,205366737.0,131.0,White House Down,"Action, Drama, Thriller",2013,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",PG-13,6.0,166647278.25306818,228158718.43175778,61511440.1786896
460,60000000.0,en,2002-04-18,165333180.0,92.0,The Scorpion King,"Action, Adventure, Fantasy",2002,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",PG-13,5.166666666666666,86318287.93774317,237854617.28171203,151536329.34396887
461,25000000.0,en,2005-10-21,123276807.0,97.0,Nanny McPhee,"Comedy, Family, Fantasy",2005,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",PG,6.333333333333332,33129928.31541218,163366071.1545161,130236142.83910392
463,163000000.0,en,2011-07-29,174822325.0,119.0,Cowboys & Aliens,"Action, Sci-Fi, Thriller, Western",2011,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",PG-13,5.5,187545036.65438187,201147603.3750261,13602566.720644236
464,120000000.0,en,2016-07-27,415484914.0,123.0,Jason Bourne,"Action, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",PG-13,6.2333333333333325,129401725.78299798,448037207.57000417,318635481.7870062
465,170000000.0,en,2012-05-30,396600000.0,127.0,Snow White and the Huntsman,"Action, Adventure, Drama, Fantasy",2012,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",PG-13,5.933333333333334,191633361.49899387,447069359.8264763,255435998.3274824
467,75000000.0,en,2012-03-12,691210692.0,142.0,The Hunger Games,"Action, Adventure, Sci-Fi, Thriller",2012,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",PG-13,7.066666666666666,84544130.07308553,779170755.3647394,694626625.2916539
468,200000000.0,en,2009-11-04,325286646.0,94.0,A Christmas Carol,"Animation, Drama, Family, Fantasy",2009,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",PG,6.366666666666666,241273999.35675427,392416050.0888238,151142050.73206952
469,45000000.0,en,2008-08-22,76014335.0,105.0,Death Race,"Action, Sci-Fi, Thriller",2008,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",R,5.633333333333333,54093510.07649684,91375159.91734903,37281649.840852186
470,9900000.0,en,2016-06-08,159047649.0,89.0,Don't Breathe,"Crime, Horror, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",R,7.033333333333333,10675642.377097335,171508668.8527376,160833026.47564027
471,45000000.0,en,2016-12-12,50548152.0,133.0,Patriots Day,"Action, Crime, Drama, History, Thriller",2016,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",R,7.100000000000001,48525647.16862424,54508484.19951084,5982837.030886605
473,30000000.0,en,2017-01-12,32540674.0,95.0,Sleepless,"Action, Crime, Thriller",2017,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",R,4.966666666666667,31675628.263707567,34358209.7691498,2682581.5054422356
